# BLASTP 2.2.30+
# Query: sp|P58753|TIRAP_HUMAN Toll/interleukin-1 receptor domain-containing adapter protein OS=Homo sapiens OX=9606 GN=TIRAP PE=1 SV=2
# Database: /home/deploy/blast/db/kaust_genomes/adig_prots /home/deploy/blast/db/kaust_genomes/aten_prots /home/deploy/blast/db/kaust_genomes/aequ_prots /home/deploy/blast/db/kaust_genomes/aip_prots_no_trailing_asterisk /home/deploy/blast/db/kaust_genomes/afen_prot /home/deploy/blast/db/kaust_genomes/dspp_prot /home/deploy/blast/db/kaust_genomes/ffun_prots /home/deploy/blast/db/kaust_genomes/gfas_prots /home/deploy/blast/db/kaust_genomes/gasp_prots /home/deploy/blast/db/kaust_genomes/hmag_prots /home/deploy/blast/db/kaust_genomes/nvec_prots /home/deploy/blast/db/kaust_genomes/pdam_prots /home/deploy/blast/db/kaust_genomes/plut_prots /home/deploy/blast/db/kaust_genomes/sc_prots /home/deploy/blast/db/kaust_genomes/spis_prots /home/deploy/blast/db/kaust_genomes/skaw_prots /home/deploy/blast/db/kaust_genomes/smic_prots /home/deploy/blast/db/kaust_genomes/smin_prots /home/deploy/blast/db/kaust_genomes/xt_prots
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 157 hits found
sp|P58753|TIRAP_HUMAN	plut2.m8.22401.m1	29.57	115	77	3	86	198	130	242	2e-05	48.5
sp|P58753|TIRAP_HUMAN	evm.model.scaffold_132.38	25.00	80	60	0	85	164	173	252	2e-05	48.9
sp|P58753|TIRAP_HUMAN	gasp1.m3.31042.m1	18.97	116	92	1	85	198	67	182	3e-05	47.8
sp|P58753|TIRAP_HUMAN	AIPGENE23125	33.33	81	52	1	86	166	5	83	5e-05	47.4
sp|P58753|TIRAP_HUMAN	gfas1.m1.23152.m1	29.49	78	53	2	85	161	2	78	6e-05	46.6
sp|P58753|TIRAP_HUMAN	evm.model.utg22693.27	26.12	134	81	5	75	198	129	254	7e-05	46.6
sp|P58753|TIRAP_HUMAN	aten_0.1.m1.11229.m1	23.93	117	85	3	85	198	406	521	1e-04	46.2
sp|P58753|TIRAP_HUMAN	AIPGENE8977	28.89	90	61	2	83	170	133	221	1e-04	45.8
sp|P58753|TIRAP_HUMAN	evm.model.utg22693.27.1.5c22ed56	27.62	105	61	3	75	170	129	227	2e-04	45.4
sp|P58753|TIRAP_HUMAN	evm.model.utg536.63	25.62	121	74	4	86	198	142	254	2e-04	45.8
sp|P58753|TIRAP_HUMAN	plut2.m8.18408.m1	24.77	109	79	2	86	192	203	310	3e-04	45.1
sp|P58753|TIRAP_HUMAN	adi_v1.02686	25.24	103	72	3	99	198	44	144	4e-04	43.5
sp|P58753|TIRAP_HUMAN	adi_v1.15876	24.14	116	84	4	86	198	91	205	4e-04	44.3
sp|P58753|TIRAP_HUMAN	evm.model.utg540.8.1.5c22f1fa.1.5c279600	23.93	117	85	3	85	198	135	250	5e-04	44.3
sp|P58753|TIRAP_HUMAN	pdam_00008637-RA	24.42	86	59	2	84	165	460	543	6e-04	44.7
sp|P58753|TIRAP_HUMAN	evm.model.scaffold_216.7	4.38	137	121	5	86	217	483	614	6e-04	44.7
sp|P58753|TIRAP_HUMAN	evm.model.utg3443.15	23.93	117	85	3	85	198	276	391	6e-04	44.3
sp|P58753|TIRAP_HUMAN	evm.model.utg540.8.1.5c22f1fa	23.93	117	85	3	85	198	204	319	7e-04	43.9
sp|P58753|TIRAP_HUMAN	gasp1.m3.7378.m1	27.72	101	64	2	86	179	488	586	7e-04	44.3
sp|P58753|TIRAP_HUMAN	jgi_Nemve1_56601_gw.152.108.1	30.49	82	53	2	118	198	5	83	7e-04	41.6
sp|P58753|TIRAP_HUMAN	evm.model.scaffold_102.45	20.78	77	61	0	85	161	273	349	0.001	43.5
sp|P58753|TIRAP_HUMAN	evm.model.scaffold_69.48	25.19	135	95	4	86	217	364	495	0.001	43.5
sp|P58753|TIRAP_HUMAN	evm.model.utg20925.2	23.93	117	85	3	85	198	276	391	0.001	43.5
sp|P58753|TIRAP_HUMAN	jgi_Nemve1_82163_e_gw.5.187.1	24.80	125	70	4	86	198	106	218	0.001	43.1
sp|P58753|TIRAP_HUMAN	adi_v1.04319	22.73	88	66	1	113	198	44	131	0.001	42.4
sp|P58753|TIRAP_HUMAN	adi_v1.18624	23.28	116	85	3	86	198	72	186	0.001	42.7
sp|P58753|TIRAP_HUMAN	evm.model.utg540.8	23.93	117	85	3	85	198	276	391	0.001	43.5
sp|P58753|TIRAP_HUMAN	evm.model.utg59213.2	23.93	117	85	3	85	198	12	127	0.002	42.0
sp|P58753|TIRAP_HUMAN	ffun1.m4.20563.m1	22.99	87	65	1	114	198	39	125	0.002	42.0
sp|P58753|TIRAP_HUMAN	gfas1.m1.5122.m1	23.88	134	97	4	71	202	410	540	0.003	42.4
sp|P58753|TIRAP_HUMAN	Spis2445	24.32	111	81	3	84	192	272	381	0.003	42.4
sp|P58753|TIRAP_HUMAN	Spis15262.t2	28.57	119	80	4	84	198	221	338	0.003	42.4
sp|P58753|TIRAP_HUMAN	Spis20630	29.63	81	55	2	85	164	172	251	0.004	42.0
sp|P58753|TIRAP_HUMAN	evm.model.utg1452.15.1.5c22eacd	21.55	116	89	1	85	198	181	296	0.004	41.6
sp|P58753|TIRAP_HUMAN	ffun1.m4.22624.m1	20.69	116	88	3	86	198	8	122	0.004	40.4
sp|P58753|TIRAP_HUMAN	gasp1.m3.5381.m1	26.09	115	83	2	86	198	194	308	0.004	41.6
sp|P58753|TIRAP_HUMAN	pdam_00011741-RA	27.27	77	54	2	86	161	247	322	0.005	41.6
sp|P58753|TIRAP_HUMAN	gfas1.m1.23097.m1	20.87	115	88	3	86	198	3	116	0.005	40.4
sp|P58753|TIRAP_HUMAN	gasp1.m3.22280.m1	23.46	81	60	1	114	192	103	183	0.005	40.8
sp|P58753|TIRAP_HUMAN	adi_v1.09825	21.74	115	87	3	86	198	132	245	0.006	41.2
sp|P58753|TIRAP_HUMAN	jgi_Nemve1_16632_gw.367.25.1	25.24	103	73	3	85	184	2	103	0.006	39.3
sp|P58753|TIRAP_HUMAN	pdam_00011734-RA	25.61	82	59	2	84	164	212	292	0.006	41.2
sp|P58753|TIRAP_HUMAN	gfas1.m1.5128.m1	25.00	80	59	1	86	165	331	409	0.007	41.2
sp|P58753|TIRAP_HUMAN	aten_0.1.m1.13278.m1	23.53	136	87	4	37	165	240	365	0.007	41.2
sp|P58753|TIRAP_HUMAN	evm.model.utg1452.15.1.5c22eacd.1.5c27901a	21.55	116	89	1	85	198	79	194	0.007	40.8
sp|P58753|TIRAP_HUMAN	ffun1.m4.27498.m1	18.35	109	89	0	57	165	202	310	0.007	40.8
sp|P58753|TIRAP_HUMAN	evm.model.scaffold_132.37	23.86	88	63	3	114	198	82	168	0.007	40.4
sp|P58753|TIRAP_HUMAN	evm.model.scaffold_228.8	25.00	116	82	3	86	198	485	598	0.010	40.8
sp|P58753|TIRAP_HUMAN	evm.model.utg1452.15	21.55	116	89	1	85	198	276	391	0.011	40.4
sp|P58753|TIRAP_HUMAN	ffun1.m4.29594.m1	26.89	119	82	4	84	198	221	338	0.012	40.4
sp|P58753|TIRAP_HUMAN	adi_v1.09827	25.00	80	59	1	86	165	346	424	0.012	40.4
sp|P58753|TIRAP_HUMAN	Spis20631.t2	24.69	81	61	0	84	164	997	1077	0.013	40.4
sp|P58753|TIRAP_HUMAN	Spis20631.t2	25.49	51	38	0	114	164	459	509	0.16	37.0
sp|P58753|TIRAP_HUMAN	gasp1.m3.5313.m1	26.36	110	80	1	71	179	205	314	0.014	40.0
sp|P58753|TIRAP_HUMAN	evm.model.utg3210.10	22.88	118	85	4	85	198	301	416	0.016	40.0
sp|P58753|TIRAP_HUMAN	evm.model.utg410.15	23.33	120	86	4	83	198	302	419	0.016	40.0
sp|P58753|TIRAP_HUMAN	gfas1.m1.18256.m1	28.93	121	82	3	86	204	123	241	0.016	39.7
sp|P58753|TIRAP_HUMAN	adi_v1.11406	23.60	89	64	2	113	198	44	131	0.020	38.5
sp|P58753|TIRAP_HUMAN	AIPGENE5281	22.41	116	86	3	86	198	281	395	0.029	39.3
sp|P58753|TIRAP_HUMAN	adi_v1.10450	23.75	80	60	1	86	165	88	166	0.031	38.9
sp|P58753|TIRAP_HUMAN	ffun1.m4.28667.m1	20.69	87	67	1	114	198	91	177	0.031	38.5
sp|P58753|TIRAP_HUMAN	gfas1.m1.22515.m1	23.53	136	97	4	86	218	206	337	0.042	38.5
sp|P58753|TIRAP_HUMAN	gasp1.m1b.14727.m1	24.36	78	57	2	85	161	55	131	0.044	38.1
sp|P58753|TIRAP_HUMAN	adi_v1.20402	24.79	121	72	4	83	198	345	451	0.048	38.5
sp|P58753|TIRAP_HUMAN	ffun1.m4.23061.m1	24.14	116	83	3	86	198	485	598	0.051	38.5
sp|P58753|TIRAP_HUMAN	gasp1.m3.16427.m1	25.64	117	77	4	83	193	464	576	0.070	38.1
sp|P58753|TIRAP_HUMAN	pdam_00008641-RA	23.46	81	60	1	86	166	547	625	0.070	38.1
sp|P58753|TIRAP_HUMAN	pdam_00011739-RA	22.08	77	60	0	88	164	121	197	0.073	37.7
sp|P58753|TIRAP_HUMAN	aten_0.1.m1.13283.m1	23.75	80	60	1	86	165	267	345	0.074	37.7
sp|P58753|TIRAP_HUMAN	gfas1.m1.18830.m1	27.50	120	79	5	86	198	116	234	0.093	37.4
sp|P58753|TIRAP_HUMAN	aten_0.1.m1.13279.m1	25.00	80	59	1	86	165	189	267	0.11	37.4
sp|P58753|TIRAP_HUMAN	ffun1.m4.21369.m1	25.61	82	55	5	81	161	812	888	0.12	37.4
sp|P58753|TIRAP_HUMAN	pdam_00011735-RA	29.41	51	36	0	114	164	380	430	0.14	37.0
sp|P58753|TIRAP_HUMAN	gasp1.m3.11011.m1	20.34	118	88	2	62	178	174	286	0.15	37.0
sp|P58753|TIRAP_HUMAN	aten_0.1.m1.13290.m1	21.74	138	104	2	69	202	584	721	0.15	37.0
sp|P58753|TIRAP_HUMAN	aten_0.1.m1.17828.m1	26.50	117	81	3	86	198	191	306	0.16	37.0
sp|P58753|TIRAP_HUMAN	adi_v1.01135	25.00	124	78	3	84	198	41	158	0.18	36.2
sp|P58753|TIRAP_HUMAN	plut2.m8.19977.m1	27.63	76	54	1	83	157	805	880	0.20	37.0
sp|P58753|TIRAP_HUMAN	plut2.m8.19976.m1	27.63	76	54	1	83	157	805	880	0.20	36.6
sp|P58753|TIRAP_HUMAN	ffun1.m4.6068.m1	22.95	122	88	4	85	202	198	317	0.20	36.6
sp|P58753|TIRAP_HUMAN	gfas1.m1.19509.m1	20.18	114	88	2	87	198	410	522	0.21	36.6
sp|P58753|TIRAP_HUMAN	plut2.m8.16266.m1	20.69	87	67	2	114	198	201	287	0.23	36.2
sp|P58753|TIRAP_HUMAN	plut2.m8.7806.m1	20.18	114	88	2	87	198	403	515	0.32	36.2
sp|P58753|TIRAP_HUMAN	aten_0.1.m1.11246.m1	21.37	117	88	4	85	198	92	207	0.34	35.4
sp|P58753|TIRAP_HUMAN	ffun1.m4.4509.m1	20.34	118	80	3	83	198	225	330	0.37	35.8
sp|P58753|TIRAP_HUMAN	gasp1.m3.29600.m1	20.27	74	58	1	88	161	6	78	0.38	35.0
sp|P58753|TIRAP_HUMAN	Spis3940	21.30	169	125	3	44	212	193	353	0.38	35.8
sp|P58753|TIRAP_HUMAN	ffun1.m4.18089.m1	26.51	83	60	1	83	164	820	902	0.42	35.8
sp|P58753|TIRAP_HUMAN	plut2.m8.24371.m1	21.19	118	87	4	85	198	88	203	0.44	35.0
sp|P58753|TIRAP_HUMAN	Spis20005	21.90	137	101	4	64	198	920	1052	0.47	35.8
sp|P58753|TIRAP_HUMAN	pdam_00011732-RA	19.08	131	102	2	70	198	359	487	0.49	35.4
sp|P58753|TIRAP_HUMAN	ffun1.m4.4500.m1	21.19	118	79	3	83	198	408	513	0.61	35.0
sp|P58753|TIRAP_HUMAN	pdam_00015883-RA	20.51	117	89	3	85	198	98	213	0.70	34.7
sp|P58753|TIRAP_HUMAN	pdam_00008582-RA	31.25	80	36	2	1	80	700	760	0.71	35.0
sp|P58753|TIRAP_HUMAN	Spis2444	22.30	148	92	4	18	164	571	696	0.78	35.0
sp|P58753|TIRAP_HUMAN	plut2.m8.18410.m1	21.43	98	75	2	65	161	115	211	0.80	34.7
sp|P58753|TIRAP_HUMAN	Spis22793	32.79	61	38	1	88	148	4	61	0.80	33.5
sp|P58753|TIRAP_HUMAN	Spis3518	31.25	80	36	2	1	80	700	760	0.86	34.7
sp|P58753|TIRAP_HUMAN	evm.model.scaffold_24.37	21.37	117	87	3	85	198	163	277	1.0	34.3
sp|P58753|TIRAP_HUMAN	evm.model.scaffold_0.174	2.56	117	109	3	85	198	398	512	1.0	34.3
sp|P58753|TIRAP_HUMAN	gfas1.m1.15278.m1	22.06	136	103	2	86	221	219	351	1.0	34.7
sp|P58753|TIRAP_HUMAN	adi_v1.00358	19.83	116	89	3	86	198	19	133	1.0	33.5
sp|P58753|TIRAP_HUMAN	ffun1.m4.6071.m1	25.42	59	43	1	103	161	643	700	1.2	34.3
sp|P58753|TIRAP_HUMAN	ffun1.m4.6066.m1	19.66	117	91	2	84	198	266	381	1.2	34.3
sp|P58753|TIRAP_HUMAN	gfas1.m1.1930.m1	22.88	118	85	4	85	198	139	254	1.2	33.9
sp|P58753|TIRAP_HUMAN	jamg1.model.xfSc0001469.1	33.33	84	49	3	1	78	121	203	1.2	34.3
sp|P58753|TIRAP_HUMAN	evm.model.scaffold_102.46	30.16	63	43	1	103	165	288	349	1.3	33.9
sp|P58753|TIRAP_HUMAN	ffun1.m4.23431.m1	19.63	107	86	0	16	122	204	310	1.3	34.3
sp|P58753|TIRAP_HUMAN	Spis17468	18.18	88	69	1	114	198	393	480	1.4	33.9
sp|P58753|TIRAP_HUMAN	ffun1.m4.6067.m1	21.05	76	60	0	86	161	321	396	1.6	33.9
sp|P58753|TIRAP_HUMAN	Smic4579	26.50	117	82	2	34	150	730	842	1.7	33.9
sp|P58753|TIRAP_HUMAN	jgi_Nemve1_161808_estExt_gwp.C_240293	33.70	92	59	2	24	114	227	317	1.8	33.5
sp|P58753|TIRAP_HUMAN	Spis20632	23.38	77	59	0	85	161	217	293	1.9	33.5
sp|P58753|TIRAP_HUMAN	ffun1.m2b.37121.m1	25.58	129	76	4	86	198	51	175	2.7	32.7
sp|P58753|TIRAP_HUMAN	plut2.m8.3843.m1	27.91	86	61	1	86	170	92	177	2.8	32.7
sp|P58753|TIRAP_HUMAN	adi_v1.05635	19.33	119	94	1	86	202	64	182	2.9	32.7
sp|P58753|TIRAP_HUMAN	adi_v1.10451	22.40	125	89	4	78	198	340	460	3.1	32.7
sp|P58753|TIRAP_HUMAN	ffun1.m4.674.m1	20.24	84	65	1	117	198	129	212	3.2	32.3
sp|P58753|TIRAP_HUMAN	pdam_00015711-RA	26.05	119	82	4	83	198	124	239	3.3	33.1
sp|P58753|TIRAP_HUMAN	pdam_00015711-RA	23.73	118	84	4	86	198	831	947	4.1	32.7
sp|P58753|TIRAP_HUMAN	gasp1.m3.16766.m1	29.77	131	71	4	52	162	535	664	3.3	32.7
sp|P58753|TIRAP_HUMAN	plut2.m8.9217.m1	21.28	94	71	2	107	198	34	126	4.1	32.0
sp|P58753|TIRAP_HUMAN	gasp1.m3.3534.m1	23.28	116	84	3	86	198	483	596	5.2	32.3
sp|P58753|TIRAP_HUMAN	evm.model.utg3041.23	34.21	76	43	4	5	73	800	875	5.3	32.3
sp|P58753|TIRAP_HUMAN	gasp1.m3.30841.m1	32.84	67	43	1	52	118	454	518	5.4	32.3
sp|P58753|TIRAP_HUMAN	evm.model.scaffold_102.47	20.75	53	42	0	114	166	72	124	5.8	31.6
sp|P58753|TIRAP_HUMAN	evm.model.scaffold_6.69	26.32	76	55	1	83	157	806	881	5.9	32.3
sp|P58753|TIRAP_HUMAN	aten_0.1.m1.17829.m1	24.37	119	84	4	84	198	121	237	6.0	31.6
sp|P58753|TIRAP_HUMAN	gfas1.m1.11343.m1	24.26	136	89	4	86	208	123	257	6.4	31.6
sp|P58753|TIRAP_HUMAN	symbB.v1.2.008892.t1|scaffold551.1|size272348|2	23.75	80	59	1	116	195	1495	1572	6.7	32.0
sp|P58753|TIRAP_HUMAN	Smic43954	24.68	77	42	3	130	206	809	869	6.8	32.0
sp|P58753|TIRAP_HUMAN	pdam_00011599-RA	26.37	91	63	2	75	164	796	883	7.2	32.0
sp|P58753|TIRAP_HUMAN	Spis21023	21.19	118	87	4	85	198	261	376	7.4	31.6
sp|P58753|TIRAP_HUMAN	Spis10136	34.69	49	27	1	32	75	396	444	7.6	32.0
sp|P58753|TIRAP_HUMAN	aten_0.1.m1.14359.m1	22.41	116	86	2	86	198	405	519	7.7	32.0
sp|P58753|TIRAP_HUMAN	evm.model.scaffold_167.41	23.08	117	83	4	86	198	278	391	8.0	31.6
sp|P58753|TIRAP_HUMAN	aten_0.1.m1.6664.m1	22.03	118	91	1	86	203	219	335	8.7	31.6
sp|P58753|TIRAP_HUMAN	symbB.v1.2.015800.t1|scaffold1190.1|size132987|9	29.55	176	88	9	8	168	197	351	9.2	31.6
sp|P58753|TIRAP_HUMAN	gasp1.m3.26523.m1	28.74	87	43	2	1	87	666	733	9.3	31.6
# BLAST processed 1 queries
